1755, 3
1446, 3
1426, 3
1391, 3
1455, 3
1583, 3
1083, 3
1726, 3
1571, 3
393, 5
5751, 5
547, 5
2000, 5
20005, 5
1801, 5
3223, 5
2593, 5
3337, 5
2524, 5
2611, 5
3212, 5
4194, 5
1799, 5
3281, 5
2099, 5
2563, 5
2560, 5
2556, 5
1685, 5
3222, 6
3283, 6
3273, 6
3320, 6
2550, 6
3156, 6
1823, 6
2674, 6
3244, 6
3262, 6
2673, 6
2592, 6
1485, 6
1739, 6
1398, 6
1495, 6
1576, 6
1225, 6
1295, 6
1592, 6
1088, 6
1659, 6
1619, 6
1726, 6
4187, 7
2585, 7
2741, 7
3300, 7
3274, 7
3347, 7
3202, 7
3177, 7
2185, 7
2550, 7
2448, 7
2626, 7
3313, 7
2165, 7
2050, 7
3290, 7
1719, 7
2054, 7
2044, 7
2661, 7
2059, 7
2650, 7
2062, 7
2616, 7
2240, 7
2117, 7
2393, 7
2602, 7
2136, 7
1783, 7
1737, 7
2159, 7
2004, 7
1758, 7
2030, 7
4262, 10
4285, 10
5857, 10
5955, 10
5941, 10
4155, 10
4315, 10
2073, 10
4344, 10
3191, 10
2522, 10
3134, 10
3260, 10
2616, 10
3187, 10
3277, 10
2683, 10
2031, 10
2683, 10
2549, 10
3351, 10
4204, 10
3314, 10
2101, 10
3300, 10
2603, 10
3246, 10
4090, 10
3166, 10
4323, 10
